drug1_id,drug2_id,drug1_name,drug2_name,interaction_type
DB00035,DB00744,desmopressin,zileuton,risk or severity of adverse effects
DB00035,DB00735,desmopressin,naftifine,risk or severity of adverse effects
DB00035,DB00688,desmopressin,mycophenolate mofetil,risk or severity of adverse effects
DB00035,DB02709,desmopressin,resveratrol,risk or severity of adverse effects
DB00035,DB01628,desmopressin,etoricoxib,risk or severity of adverse effects
DB00035,DB01600,desmopressin,tiaprofenic acid,risk or severity of adverse effects
DB00035,DB01435,antipyrine,desmopressin,risk or severity of adverse effects
DB00035,DB01401,choline magnesium trisalicylate,desmopressin,risk or severity of adverse effects
DB00035,DB01399,desmopressin,salsalate,risk or severity of adverse effects
DB00035,DB01397,desmopressin,magnesium salicylate,risk or severity of adverse effects
DB00035,DB01283,desmopressin,lumiracoxib,risk or severity of adverse effects
DB00035,DB01250,desmopressin,olsalazine,risk or severity of adverse effects
DB00035,DB01097,desmopressin,leflunomide,risk or severity of adverse effects
DB00035,DB01050,desmopressin,ibuprofen,risk or severity of adverse effects
DB00035,DB01024,desmopressin,mycophenolic acid,risk or severity of adverse effects
DB00035,DB01014,balsalazide,desmopressin,risk or severity of adverse effects
DB00035,DB01009,desmopressin,ketoprofen,risk or severity of adverse effects
DB00035,DB00991,desmopressin,oxaprozin,risk or severity of adverse effects
DB00035,DB00972,azelastine,desmopressin,risk or severity of adverse effects
DB00035,DB08976,desmopressin,floctafenine,risk or severity of adverse effects
DB00035,DB08880,desmopressin,teriflunomide,risk or severity of adverse effects
DB00035,DB08797,desmopressin,salicylamide,risk or severity of adverse effects
DB00035,DB08439,desmopressin,parecoxib,risk or severity of adverse effects
DB00035,DB07615,desmopressin,tranilast,risk or severity of adverse effects
DB00035,DB06739,desmopressin,seratrodast,risk or severity of adverse effects
DB00035,DB06737,desmopressin,zaltoprofen,risk or severity of adverse effects
DB00035,DB06736,aceclofenac,desmopressin,risk or severity of adverse effects
DB00035,DB06725,desmopressin,lornoxicam,risk or severity of adverse effects
DB00035,DB06196,desmopressin,icatibant,risk or severity of adverse effects
DB00035,DB05676,apremilast,desmopressin,risk or severity of adverse effects
DB00035,DB04951,desmopressin,pirfenidone,risk or severity of adverse effects
DB00035,DB04817,desmopressin,metamizole,risk or severity of adverse effects
DB00035,DB04743,desmopressin,nimesulide,risk or severity of adverse effects
DB00035,DB04552,desmopressin,niflumic acid,risk or severity of adverse effects
DB00035,DB03585,desmopressin,oxyphenbutazone,risk or severity of adverse effects
DB00035,DB00295,desmopressin,morphine,risk or severity of adverse effects
DB00035,DB00193,desmopressin,tramadol,risk or severity of adverse effects
DB00035,DB09084,benzydamine,desmopressin,risk or severity of adverse effects
DB00035,DB13783,acemetacin,desmopressin,risk or severity of adverse effects
DB00035,DB13346,bufexamac,desmopressin,risk or severity of adverse effects
DB00035,DB13167,alclofenac,desmopressin,risk or severity of adverse effects
DB00035,DB13063,desmopressin,parthenolide,risk or severity of adverse effects
DB00035,DB12598,desmopressin,nafamostat,risk or severity of adverse effects
DB00035,DB11672,curcumin,desmopressin,risk or severity of adverse effects
DB00035,DB09288,desmopressin,propacetamol,risk or severity of adverse effects
DB00035,DB09218,clonixin,desmopressin,risk or severity of adverse effects
DB00035,DB09216,desmopressin,tolfenamic acid,risk or severity of adverse effects
DB00035,DB09212,desmopressin,loxoprofen,risk or severity of adverse effects
DB00035,DB08991,desmopressin,epirizole,risk or severity of adverse effects
DB00035,DB08984,desmopressin,etofenamate,risk or severity of adverse effects
DB00035,DB08981,desmopressin,fenbufen,risk or severity of adverse effects
DB00035,DB00708,desmopressin,sufentanil,risk or severity of adverse effects
DB00035,DB00318,codeine,desmopressin,risk or severity of adverse effects
DB00035,DB12492,desmopressin,piritramide,risk or severity of adverse effects
DB00035,DB06738,desmopressin,ketobemidone,risk or severity of adverse effects
DB00035,DB01551,desmopressin,dihydrocodeine,risk or severity of adverse effects
DB00035,DB01209,desmopressin,dezocine,risk or severity of adverse effects
DB00035,DB00921,buprenorphine,desmopressin,risk or severity of adverse effects
DB00035,DB00844,desmopressin,nalbuphine,risk or severity of adverse effects
DB00035,DB00813,desmopressin,fentanyl,risk or severity of adverse effects
DB00035,DB00652,desmopressin,pentazocine,risk or severity of adverse effects
DB00035,DB00647,desmopressin,dextropropoxyphene,risk or severity of adverse effects
DB00035,DB00611,butorphanol,desmopressin,risk or severity of adverse effects
DB00035,DB00497,desmopressin,oxycodone,risk or severity of adverse effects
DB00035,DB00454,desmopressin,pethidine,risk or severity of adverse effects
DB00035,DB00333,desmopressin,methadone,risk or severity of adverse effects
DB00035,DB00327,desmopressin,hydromorphone,risk or severity of adverse effects
DB00035,DB04896,desmopressin,milnacipran,risk or severity of adverse effects
DB00035,DB06700,desmopressin,desvenlafaxine,risk or severity of adverse effects
DB00035,DB01149,desmopressin,nefazodone,risk or severity of adverse effects
DB00035,DB00476,desmopressin,duloxetine,risk or severity of adverse effects
DB00035,DB06204,desmopressin,tapentadol,risk or severity of adverse effects
DB00035,DB11609,desmopressin,normethadone,risk or severity of adverse effects
DB00035,DB01466,desmopressin,ethylmorphine,risk or severity of adverse effects
DB00035,DB01452,desmopressin,heroin,risk or severity of adverse effects
DB00035,DB01433,desmopressin,methadyl acetate,risk or severity of adverse effects
DB00035,DB01227,desmopressin,levomethadyl acetate,risk or severity of adverse effects
DB00035,DB01192,desmopressin,oxymorphone,risk or severity of adverse effects
DB00035,DB01081,desmopressin,diphenoxylate,risk or severity of adverse effects
DB00035,DB00956,desmopressin,hydrocodone,risk or severity of adverse effects
DB00035,DB00899,desmopressin,remifentanil,risk or severity of adverse effects
DB00035,DB00854,desmopressin,levorphanol,risk or severity of adverse effects
DB00035,DB00802,alfentanil,desmopressin,risk or severity of adverse effects
DB00080,DB01076,atorvastatin,daptomycin,risk or severity of adverse effects
DB00080,DB00641,daptomycin,simvastatin,risk or severity of adverse effects
DB00080,DB00439,cerivastatin,daptomycin,risk or severity of adverse effects
DB00080,DB00227,daptomycin,lovastatin,risk or severity of adverse effects
DB00080,DB00175,daptomycin,pravastatin,risk or severity of adverse effects
DB00035,DB00555,desmopressin,lamotrigine,risk or severity of adverse effects
DB00035,DB00477,chlorpromazine,desmopressin,risk or severity of adverse effects
DB00035,DB00564,carbamazepine,desmopressin,risk or severity of adverse effects
DB00035,DB01175,desmopressin,escitalopram,risk or severity of adverse effects
DB00035,DB01104,desmopressin,sertraline,risk or severity of adverse effects
DB00035,DB00715,desmopressin,paroxetine,risk or severity of adverse effects
DB00035,DB00472,desmopressin,fluoxetine,risk or severity of adverse effects
DB00035,DB00215,citalopram,desmopressin,risk or severity of adverse effects
DB00035,DB00176,desmopressin,fluvoxamine,risk or severity of adverse effects
DB00035,DB08918,desmopressin,levomilnacipran,risk or severity of adverse effects
DB00035,DB00285,desmopressin,venlafaxine,risk or severity of adverse effects
DB00091,DB04908,cyclosporine,flibanserin,risk or severity of adverse effects
DB00091,DB11273,cyclosporine,dihydroergocornine,risk or severity of adverse effects
DB00091,DB01186,cyclosporine,pergolide,risk or severity of adverse effects
DB00091,DB00248,cabergoline,cyclosporine,risk or severity of adverse effects
DB00091,DB00353,cyclosporine,methylergometrine,risk or severity of adverse effects
DB00091,DB13345,cyclosporine,dihydroergocristine,risk or severity of adverse effects
DB00091,DB01253,cyclosporine,ergonovine,risk or severity of adverse effects
DB00091,DB00699,cyclosporine,nicergoline,risk or severity of adverse effects
DB00091,DB00696,cyclosporine,ergotamine,risk or severity of adverse effects
DB00091,DB00589,cyclosporine,lisuride,risk or severity of adverse effects
DB00091,DB00320,cyclosporine,dihydroergotamine,risk or severity of adverse effects
DB00091,DB00247,cyclosporine,methysergide,risk or severity of adverse effects
DB00091,DB00529,cyclosporine,foscarnet,nephrotoxic activities
DB00080,DB08860,daptomycin,pitavastatin,risk or severity of adverse effects
DB00080,DB01098,daptomycin,rosuvastatin,risk or severity of adverse effects
DB00080,DB01095,daptomycin,fluvastatin,risk or severity of adverse effects
DB00091,DB06710,cyclosporine,methyltestosterone,hepatotoxic activities
DB00091,DB06718,cyclosporine,stanozolol,hepatotoxic activities
DB00091,DB06412,cyclosporine,oxymetholone,hepatotoxic activities
DB00091,DB00621,cyclosporine,oxandrolone,hepatotoxic activities
DB00091,DB13946,cyclosporine,testosterone undecanoate,hepatotoxic activities
DB00091,DB13944,cyclosporine,testosterone enanthate,hepatotoxic activities
DB00091,DB13943,cyclosporine,testosterone cypionate,hepatotoxic activities
DB00091,DB01406,cyclosporine,danazol,hepatotoxic activities
DB00091,DB01420,cyclosporine,testosterone propionate,hepatotoxic activities
DB00091,DB01185,cyclosporine,fluoxymesterone,hepatotoxic activities
DB00091,DB00624,cyclosporine,testosterone,hepatotoxic activities
DB00091,DB00497,cyclosporine,oxycodone,risk or severity of adverse effects
DB00091,DB06287,cyclosporine,temsirolimus,risk or severity of adverse effects
DB00091,DB00877,cyclosporine,sirolimus,risk or severity of adverse effects
DB00091,DB00864,cyclosporine,tacrolimus,nephrotoxic activities
DB00091,DB00337,cyclosporine,pimecrolimus,risk or severity of adverse effects
DB11079,DB11362,selexipag,trolamine salicylate,risk or severity of adverse effects
DB11079,DB11268,protocatechualdehyde,trolamine salicylate,anticoagulant activities
DB11079,DB13136,fluindione,trolamine salicylate,anticoagulant activities
DB00091,DB00963,bromfenac,cyclosporine,nephrotoxic activities
DB00091,DB00712,cyclosporine,flurbiprofen,nephrotoxic activities
DB00091,DB00586,cyclosporine,diclofenac,nephrotoxic activities
DB00091,DB00465,cyclosporine,ketorolac,nephrotoxic activities
DB00091,DB09064,ciprofibrate,cyclosporine,nephrotoxic activities
DB00091,DB01039,cyclosporine,fenofibrate,nephrotoxic activities
DB00091,DB13873,cyclosporine,fenofibric acid,nephrotoxic activities
DB00091,DB08983,cyclosporine,etofibrate,nephrotoxic activities
DB00091,DB01393,bezafibrate,cyclosporine,nephrotoxic activities
DB00091,DB01241,cyclosporine,gemfibrozil,nephrotoxic activities
DB00091,DB00636,clofibrate,cyclosporine,nephrotoxic activities
DB00091,DB01097,cyclosporine,leflunomide,risk or severity of adverse effects
DB00091,DB08804,cyclosporine,nandrolone decanoate,hepatotoxic activities
DB00091,DB00461,cyclosporine,nabumetone,nephrotoxic activities
DB00091,DB00328,cyclosporine,indomethacin,nephrotoxic activities
DB00091,DB00244,cyclosporine,mesalazine,nephrotoxic activities
DB00091,DB00210,adapalene,cyclosporine,nephrotoxic activities
DB00091,DB00179,cyclosporine,masoprocol,nephrotoxic activities
DB00091,DB06802,cyclosporine,nepafenac,nephrotoxic activities
DB11148,DB12710,butamben,perazine,risk or severity of adverse effects
DB11148,DB12492,butamben,piritramide,risk or severity of adverse effects
DB11148,DB12401,bromperidol,butamben,risk or severity of adverse effects
DB11148,DB11609,butamben,normethadone,risk or severity of adverse effects
DB11148,DB11304,butamben,phenoxyethanol,risk or severity of adverse effects
DB11079,DB11921,deflazacort,trolamine salicylate,risk or severity of adverse effects
DB11079,DB13158,clobetasone,trolamine salicylate,risk or severity of adverse effects
DB11079,DB11750,clobetasol,trolamine salicylate,risk or severity of adverse effects
DB11079,DB13867,fluticasone,trolamine salicylate,risk or severity of adverse effects
DB11079,DB01278,pramlintide,trolamine salicylate,hypoglycemic activities
DB00091,DB00795,cyclosporine,sulfasalazine,nephrotoxic activities
DB00091,DB00788,cyclosporine,naproxen,nephrotoxic activities
DB00091,DB00784,cyclosporine,mefenamic acid,nephrotoxic activities
DB00091,DB00768,cyclosporine,olopatadine,nephrotoxic activities
DB00091,DB00749,cyclosporine,etodolac,nephrotoxic activities
DB00091,DB00744,cyclosporine,zileuton,nephrotoxic activities
DB00091,DB00688,cyclosporine,mycophenolate mofetil,nephrotoxic activities
DB00091,DB00608,chloroquine,cyclosporine,nephrotoxic activities
DB00091,DB00605,cyclosporine,sulindac,nephrotoxic activities
DB00091,DB00580,cyclosporine,valdecoxib,nephrotoxic activities
DB00091,DB00573,cyclosporine,fenoprofen,nephrotoxic activities
DB00091,DB00554,cyclosporine,piroxicam,nephrotoxic activities
DB00091,DB00533,cyclosporine,rofecoxib,nephrotoxic activities
DB00091,DB00500,cyclosporine,tolmetin,nephrotoxic activities
DB00091,DB00482,celecoxib,cyclosporine,nephrotoxic activities
DB00091,DB00469,cyclosporine,tenoxicam,nephrotoxic activities
DB00091,DB01399,cyclosporine,salsalate,nephrotoxic activities
DB00091,DB01397,cyclosporine,magnesium salicylate,nephrotoxic activities
DB00091,DB01283,cyclosporine,lumiracoxib,nephrotoxic activities
DB00091,DB01250,cyclosporine,olsalazine,nephrotoxic activities
DB00091,DB01050,cyclosporine,ibuprofen,nephrotoxic activities
DB00091,DB01014,balsalazide,cyclosporine,nephrotoxic activities
DB00091,DB01009,cyclosporine,ketoprofen,nephrotoxic activities
DB00091,DB00991,cyclosporine,oxaprozin,nephrotoxic activities
DB00091,DB00972,azelastine,cyclosporine,nephrotoxic activities
DB00091,DB00945,acetylsalicylic acid,cyclosporine,nephrotoxic activities
DB00091,DB00939,cyclosporine,meclofenamic acid,nephrotoxic activities
DB00091,DB00870,cyclosporine,suprofen,nephrotoxic activities
DB00091,DB00861,cyclosporine,diflunisal,nephrotoxic activities
DB00091,DB00821,carprofen,cyclosporine,nephrotoxic activities
DB00091,DB00814,cyclosporine,meloxicam,nephrotoxic activities
DB00091,DB00812,cyclosporine,phenylbutazone,nephrotoxic activities
DB00091,DB06739,cyclosporine,seratrodast,nephrotoxic activities
DB00091,DB06737,cyclosporine,zaltoprofen,nephrotoxic activities
DB00091,DB06736,aceclofenac,cyclosporine,nephrotoxic activities
DB00091,DB06725,cyclosporine,lornoxicam,nephrotoxic activities
DB00091,DB06196,cyclosporine,icatibant,nephrotoxic activities
DB00091,DB05676,apremilast,cyclosporine,nephrotoxic activities
DB00091,DB04951,cyclosporine,pirfenidone,nephrotoxic activities
DB00091,DB04817,cyclosporine,metamizole,nephrotoxic activities
DB00091,DB04743,cyclosporine,nimesulide,nephrotoxic activities
DB00091,DB04552,cyclosporine,niflumic acid,nephrotoxic activities
DB00091,DB03585,cyclosporine,oxyphenbutazone,nephrotoxic activities
DB00091,DB02709,cyclosporine,resveratrol,nephrotoxic activities
DB00091,DB01628,cyclosporine,etoricoxib,nephrotoxic activities
DB00091,DB01600,cyclosporine,tiaprofenic acid,nephrotoxic activities
